word,Nb_char (C_w),Freq (F_w),Nb_scan_block (S_w_b),Nb_scan_key (S_w_k),Nb_scan (S_w),Nb_act_block,Nb_act_key,Nb_act,S_w_b x F_w,S_w_k x F_w,S_w x F_w,C_w x F_w,,,
modernes ,9,361,0,102,102,0,9,9,0,36822,36822,3249,,,
vin ,4,361,0,49,49,0,4,4,0,17689,17689,1444,,,
antoine ,8,361,0,86,86,0,8,8,0,31046,31046,2888,,,
sicile ,7,361,0,64,64,0,7,7,0,23104,23104,2527,,,
coreen ,7,361,0,67,67,0,7,7,0,24187,24187,2527,,,
crees ,6,360,0,56,56,0,6,6,0,20160,20160,2160,,,
social ,7,360,0,66,66,0,7,7,0,23760,23760,2520,,,
sel ,4,360,0,40,40,0,4,4,0,14400,14400,1440,,,
decrit ,7,360,0,66,66,0,7,7,0,23760,23760,2520,,,
sommes ,7,360,0,91,91,0,7,7,0,32760,32760,2520,,,
modifications ,14,360,0,151,151,0,14,14,0,54360,54360,5040,,,
journaliste ,12,359,0,156,156,0,12,12,0,56004,56004,4308,,,
accueil ,8,359,0,62,62,0,8,8,0,22258,22258,2872,,,
champ ,6,359,0,47,47,0,6,6,0,16873,16873,2154,,,
civilisation ,13,359,0,155,155,0,13,13,0,55645,55645,4667,,,
ceremonie ,10,358,0,97,97,0,10,10,0,34726,34726,3580,,,
necessaires ,12,358,0,129,129,0,12,12,0,46182,46182,4296,,,
residence ,10,358,0,92,92,0,10,10,0,32936,32936,3580,,,
byzantin ,9,358,0,120,120,0,9,9,0,42960,42960,3222,,,
accueillir ,11,357,0,104,104,0,11,11,0,37128,37128,3927,,,
erreur ,7,357,0,92,92,0,7,7,0,32844,32844,2499,,,
compter ,8,357,0,98,98,0,8,8,0,34986,34986,2856,,,
sultan ,7,357,0,94,94,0,7,7,0,33558,33558,2499,,,
viii ,5,357,0,54,54,0,5,5,0,19278,19278,1785,,,
architecte ,11,357,0,103,103,0,11,11,0,36771,36771,3927,,,
menace ,7,357,0,48,48,0,7,7,0,17136,17136,2499,,,
