word,Nb_char (C_w),Freq (F_w),Nb_scan (S_w),Nb_act,S_w x F_w,C_w x F_w,,
joueurs ,8,862,56,16,48272,6896,,
femelle ,8,861,53,16,45633,6888,,
fais ,5,856,35,10,29960,4280,,
sait ,5,856,33,10,28248,4280,,
peau ,5,855,35,10,29925,4275,,
bretagne ,9,854,60,18,51240,7686,,
problemes ,10,851,70,20,59570,8510,,
demi ,5,851,39,10,33189,4255,,
nee ,4,850,31,8,26350,3400,,
emission ,9,850,67,18,56950,7650,,
britanniques ,13,848,93,26,78864,11024,,
domaine ,8,847,56,16,47432,6776,,
insectes ,9,846,58,18,49068,7614,,
video ,6,845,48,12,40560,5070,,
americaine ,11,845,76,22,64220,9295,,
commun ,7,843,49,14,41307,5901,,
source ,7,843,51,14,42993,5901,,
auteur ,7,842,48,14,40416,5894,,
obtenir ,8,841,62,16,52142,6728,,
juifs ,6,839,42,12,35238,5034,,
contrairement ,14,837,100,28,83700,11718,,
seuls ,6,836,37,12,30932,5016,,
pieces ,7,835,51,14,42585,5845,,
finale ,7,835,49,14,40915,5845,,
heure ,6,833,50,12,41650,4998,,
siege ,6,833,46,12,38318,4998,,
modele ,7,830,48,14,39840,5810,,
nourriture ,11,829,93,22,77097,9119,,
pont ,5,829,41,10,33989,4145,,
longueur ,9,827,69,18,57063,7443,,
contient ,9,827,64,18,52928,7443,,
toutefois ,10,825,71,20,58575,8250,,
obtient ,8,821,56,16,45976,6568,,
utilisee ,9,820,64,18,52480,7380,,
pouvait ,8,820,59,16,48380,6560,,
ciel ,5,813,37,10,30081,4065,,
message ,8,813,48,16,39024,6504,,
physique ,9,812,76,18,61712,7308,,
arbres ,7,812,49,14,39788,5684,,
comprendre ,11,811,85,22,68935,8921,,
tels ,5,810,32,10,25920,4050,,
territoires ,12,810,99,24,80190,9720,,
fond ,5,810,39,10,31590,4050,,
recoit ,7,808,56,14,45248,5656,,
regles ,7,806,52,14,41912,5642,,
images ,7,806,48,14,38688,5642,,
altitude ,9,806,56,18,45136,7254,,
peuples ,8,806,57,16,45942,6448,,
election ,9,805,63,18,50715,7245,,
pattes ,7,805,43,14,34615,5635,,
concours ,9,803,64,18,51392,7227,,
puissance ,10,803,64,20,51392,8030,,
match ,6,802,38,12,30476,4812,,
particulierement ,17,802,121,34,97042,13634,,
filles ,7,802,49,14,39298,5614,,
voici ,6,800,51,12,40800,4800,,
familles ,9,800,57,18,45600,7200,,
bout ,5,800,34,10,27200,4000,,
communes ,9,800,59,18,47200,7200,,
jacques ,8,799,47,16,37553,6392,,
humains ,8,799,56,16,44744,6392,,
p ,2,797,21,4,16737,1594,,
aucune ,7,796,43,14,34228,5572,,
semaines ,9,794,57,18,45258,7146,,
franco ,7,794,51,14,40494,5558,,
avons ,6,793,40,12,31720,4758,,
temple ,7,793,49,14,38857,5551,,
derniers ,9,792,72,18,57024,7128,,
internet ,9,792,69,18,54648,7128,,
parc ,5,792,38,10,30096,3960,,
fete ,5,791,36,10,28476,3955,,
armes ,6,790,41,12,32390,4740,,
mode ,5,789,37,10,29193,3945,,
present ,8,788,60,16,47280,6304,,
occasion ,9,788,59,18,46492,7092,,
sport ,6,787,49,12,38563,4722,,
endroit ,8,787,64,16,50368,6296,,
rois ,5,787,45,10,35415,3935,,
mariage ,8,785,57,16,44745,6280,,
activite ,9,784,61,18,47824,7056,,
electrique ,11,784,81,22,63504,8624,,
activites ,10,783,65,20,50895,7830,,
chretiens ,10,783,74,20,57942,7830,,
manger ,7,780,52,14,40560,5460,,
quel ,5,779,39,10,30381,3895,,
discuter ,9,778,63,18,49014,7002,,
voire ,6,777,54,12,41958,4662,,
noire ,6,776,54,12,41904,4656,,
realite ,8,776,57,16,44232,6208,,
valeur ,7,775,49,14,37975,5425,,
eme ,4,775,30,8,23250,3100,,
province ,9,775,74,18,57350,6975,,
comprend ,9,775,68,18,52700,6975,,
directement ,12,774,83,24,64242,9288,,
ecoles ,7,772,45,14,34740,5404,,
americains ,11,771,74,22,57054,8481,,
urss ,5,770,37,10,28490,3850,,
creee ,6,770,45,12,34650,4620,,
reseau ,7,770,47,14,36190,5390,,
matiere ,8,769,58,16,44602,6152,,
religieux ,10,769,83,20,63827,7690,,
dynastie ,9,769,61,18,46909,6921,,
association ,12,767,76,24,58292,9204,,
types ,6,766,46,12,35236,4596,,
autoroute ,10,766,69,20,52854,7660,,
univers ,8,765,63,16,48195,6120,,
lire ,5,765,44,10,33660,3825,,
acces ,6,763,32,12,24416,4578,,
